timestamp_hour,temp_c,rain_mm,wind_speed_kmh,apparent_temp_c,wind_gusts_kmh,sunshine_duration_min,weather_severity_flag
2023-01-03 18:00:00,12.9,0.0,22.1,9.9,36.4,0.0,0
2023-01-03 19:00:00,12.8,1.2,21.1,10.0,44.3,0.0,0
2023-01-03 20:00:00,12.4,1.0,12.9,10.7,42.5,0.0,0
2023-01-03 21:00:00,13.1,0.1,25.0,9.7,38.5,0.0,0
2023-01-03 22:00:00,13.5,0.0,34.4,8.7,57.6,0.0,0
2023-01-03 23:00:00,13.5,0.0,37.2,8.4,63.7,0.0,0
2023-01-04 00:00:00,13.2,0.1,35.9,8.2,63.4,0.0,0
2023-01-04 01:00:00,13.1,0.0,35.8,7.9,63.4,0.0,0
2023-01-04 02:00:00,12.3,0.0,35.6,6.7,60.8,0.0,0
2023-01-04 03:00:00,11.6,0.0,32.9,6.3,60.5,0.0,0
2023-01-04 04:00:00,11.2,0.0,32.2,5.9,55.8,0.0,0
2023-01-04 05:00:00,11.0,0.0,33.2,5.6,56.2,0.0,0
2023-01-04 06:00:00,10.8,0.0,33.4,5.3,57.6,0.0,0
2023-01-04 07:00:00,10.9,0.0,34.3,5.3,58.3,0.0,0
2023-01-04 08:00:00,10.9,0.0,34.5,5.3,59.0,0.0,0
2023-01-04 09:00:00,11.0,0.0,34.5,5.3,59.4,0.0,0
2023-01-04 10:00:00,10.9,0.0,33.5,5.3,58.7,0.0,0
2023-01-04 11:00:00,11.1,0.0,33.5,5.5,57.2,0.0,0
2023-01-04 12:00:00,11.3,0.0,32.8,5.9,57.2,3.1863333333333332,0
2023-01-04 13:00:00,11.4,0.0,31.9,6.2,56.9,47.189166666666665,0
2023-01-04 14:00:00,11.7,0.0,31.5,6.4,54.4,60.0,0
2023-01-04 15:00:00,11.5,0.0,33.0,6.0,58.0,60.0,0
2023-01-04 16:00:00,11.3,0.0,31.9,6.0,57.2,60.0,0
2023-01-04 17:00:00,10.8,0.0,29.3,5.8,54.4,60.0,0
2023-01-04 18:00:00,10.4,0.0,29.1,5.4,50.0,0.0,0
2023-01-04 19:00:00,10.8,0.0,30.0,5.8,51.1,0.0,0
2023-01-04 20:00:00,10.7,0.0,30.0,5.7,51.5,0.0,0
2023-01-04 21:00:00,10.5,0.0,29.7,5.5,51.1,0.0,0
2023-01-04 22:00:00,9.9,0.0,26.9,5.2,50.4,0.0,0
2023-01-04 23:00:00,10.0,0.0,21.6,6.2,45.4,0.0,0
2023-01-05 00:00:00,10.0,0.0,18.4,6.6,36.4,0.0,0
2023-01-05 01:00:00,9.6,0.0,15.6,6.6,31.0,0.0,0
2023-01-05 02:00:00,9.1,0.0,14.1,6.3,26.3,0.0,0
2023-01-05 03:00:00,9.7,0.0,11.7,7.4,24.1,0.0,0
2023-01-05 04:00:00,10.2,0.0,10.5,8.2,19.8,0.0,0
2023-01-05 05:00:00,10.3,0.0,7.9,8.6,17.3,0.0,0
2023-01-05 06:00:00,10.0,0.0,8.2,8.2,14.0,0.0,0
2023-01-05 07:00:00,9.7,0.6,8.0,7.9,13.7,0.0,0
2023-01-05 08:00:00,10.5,0.1,11.4,8.4,17.3,0.0,0
2023-01-05 09:00:00,11.3,0.0,18.6,8.4,31.3,0.0,0
2023-01-05 10:00:00,11.3,0.0,17.8,8.5,31.3,0.0,0
2023-01-05 11:00:00,11.4,0.0,17.9,8.5,29.9,0.0,0
2023-01-05 12:00:00,11.7,0.0,20.7,8.4,34.2,0.0,0
2023-01-05 13:00:00,12.5,0.0,24.9,8.6,38.2,1.5566666666666669,0
2023-01-05 14:00:00,12.7,0.0,25.0,8.9,42.8,0.0,0
2023-01-05 15:00:00,12.6,0.0,23.9,9.0,42.1,0.0,0
2023-01-05 16:00:00,12.7,0.1,28.4,8.4,47.2,0.0,0
2023-01-05 17:00:00,12.3,0.5,23.8,8.7,47.9,0.0,0
2023-01-05 18:00:00,10.9,1.5,27.8,6.5,48.2,0.0,1
2023-01-05 19:00:00,9.5,0.8,28.8,4.5,50.0,0.0,0
2023-01-05 20:00:00,9.1,0.6,28.9,3.9,49.7,0.0,0
2023-01-05 21:00:00,8.8,0.1,28.4,3.6,49.0,0.0,0
2023-01-05 22:00:00,8.4,0.0,28.9,3.1,49.3,0.0,0
2023-01-05 23:00:00,8.0,0.0,30.4,2.4,51.8,0.0,0
2023-01-06 00:00:00,7.6,0.0,32.0,1.7,54.0,0.0,0
2023-01-06 01:00:00,7.8,0.0,31.6,1.8,55.1,0.0,0
2023-01-06 02:00:00,7.6,0.0,31.9,1.5,53.6,0.0,0
2023-01-06 03:00:00,7.4,0.0,31.1,1.4,55.1,0.0,0
2023-01-06 04:00:00,7.2,0.0,29.9,1.3,52.6,0.0,0
2023-01-06 05:00:00,6.9,0.0,28.1,1.2,50.0,0.0,0
2023-01-06 06:00:00,6.7,0.0,21.4,2.1,47.2,0.0,0
2023-01-06 07:00:00,6.6,0.0,17.8,2.6,36.4,0.0,0
2023-01-06 08:00:00,6.5,0.0,14.8,2.9,29.9,0.0,0
2023-01-06 09:00:00,6.7,0.0,12.4,3.5,24.5,0.0,0
2023-01-06 10:00:00,6.9,0.0,13.7,3.6,22.0,0.0,0
2023-01-06 11:00:00,7.8,0.0,13.1,4.7,23.4,0.0,0
2023-01-06 12:00:00,8.4,0.0,12.8,5.4,21.6,0.0,0
2023-01-06 13:00:00,9.5,0.0,15.2,6.3,23.8,0.0,0
2023-01-06 14:00:00,9.9,0.0,13.7,6.9,25.9,17.415333333333333,0
2023-01-06 15:00:00,10.1,0.0,15.0,7.1,27.0,60.0,0
2023-01-06 16:00:00,10.0,0.0,16.6,6.7,27.4,0.0,0
2023-01-06 17:00:00,9.7,0.0,17.7,6.4,30.2,0.0,0
2023-01-06 18:00:00,9.6,0.0,18.5,6.2,31.0,0.0,0
2023-01-06 19:00:00,9.7,0.0,21.4,6.1,36.4,0.0,0
2023-01-06 20:00:00,10.8,0.0,17.3,7.9,36.4,0.0,0
2023-01-06 21:00:00,10.7,0.0,16.6,8.0,28.8,0.0,0
2023-01-06 22:00:00,11.4,0.2,18.1,8.5,30.2,0.0,0
2023-01-06 23:00:00,11.3,0.2,18.1,8.5,31.0,0.0,0
2023-01-07 00:00:00,11.1,0.6,19.1,8.1,32.4,0.0,0
2023-01-07 01:00:00,10.7,0.6,15.5,8.1,32.0,0.0,0
2023-01-07 02:00:00,10.4,0.4,10.1,8.6,25.9,0.0,0
2023-01-07 03:00:00,9.9,0.5,6.1,8.6,16.6,0.0,0
2023-01-07 04:00:00,9.7,0.4,10.1,7.9,21.6,0.0,0
2023-01-07 05:00:00,9.3,0.3,5.4,8.1,16.9,0.0,0
2023-01-07 06:00:00,8.7,0.1,4.9,7.3,9.7,0.0,0
2023-01-07 07:00:00,8.7,0.1,8.0,6.8,12.6,0.0,0
2023-01-07 08:00:00,8.6,0.1,10.6,6.2,18.4,0.0,0
2023-01-07 09:00:00,7.7,0.0,10.8,5.1,18.4,0.0,0
2023-01-07 10:00:00,7.0,0.0,9.9,4.4,18.0,0.0,0
2023-01-07 11:00:00,7.8,0.0,16.2,4.2,26.3,60.0,0
2023-01-07 12:00:00,8.7,0.0,23.1,4.1,37.4,60.0,0
2023-01-07 13:00:00,8.6,0.0,25.6,3.6,45.0,58.74466666666667,0
2023-01-07 14:00:00,8.8,0.0,23.3,4.1,45.4,60.0,0
2023-01-07 15:00:00,8.8,0.0,25.5,3.7,43.2,60.0,0
2023-01-07 16:00:00,8.6,0.0,27.4,3.0,47.5,60.0,0
2023-01-07 17:00:00,8.4,0.0,27.7,2.6,47.2,60.0,0
2023-01-07 18:00:00,8.6,0.0,32.3,2.2,61.9,0.0,0
2023-01-07 19:00:00,8.7,0.0,36.2,1.8,61.2,0.0,0
2023-01-07 20:00:00,8.5,0.0,34.4,2.0,61.9,0.0,0
2023-01-07 21:00:00,8.4,0.0,33.5,2.0,58.3,0.0,0
2023-01-07 22:00:00,8.7,0.0,35.2,2.0,60.5,0.0,0
2023-01-07 23:00:00,8.1,0.0,37.3,1.2,63.4,0.0,0
2023-01-08 00:00:00,8.1,0.0,38.8,0.8,65.5,0.0,0
2023-01-08 01:00:00,8.4,0.0,34.5,1.8,65.9,0.0,0
2023-01-08 02:00:00,8.1,0.0,34.3,1.4,60.1,0.0,0
2023-01-08 03:00:00,8.0,0.0,33.2,1.5,58.3,0.0,0
2023-01-08 04:00:00,7.7,0.0,31.4,1.4,56.9,0.0,0
2023-01-08 05:00:00,7.3,0.0,29.7,1.1,52.9,0.0,0
2023-01-08 06:00:00,6.9,0.0,26.6,1.1,50.0,0.0,0
2023-01-08 07:00:00,6.7,0.0,24.2,1.2,45.4,0.0,0
2023-01-08 08:00:00,6.6,0.0,22.3,1.4,40.3,0.0,0
2023-01-08 09:00:00,5.9,0.0,18.8,1.2,37.1,0.0,0
2023-01-08 10:00:00,5.2,0.0,18.6,0.5,32.4,0.0,0
2023-01-08 11:00:00,5.5,0.0,19.1,0.8,32.4,59.883500000000005,0
2023-01-08 12:00:00,6.3,0.0,16.3,2.0,32.8,60.0,0
2023-01-08 13:00:00,7.1,0.0,15.8,3.1,27.7,60.0,0
2023-01-08 14:00:00,6.6,0.3,13.8,2.7,33.8,0.0,0
2023-01-08 15:00:00,6.5,0.5,12.6,2.9,25.9,0.0,0
2023-01-08 16:00:00,6.9,0.0,18.6,2.5,31.0,60.0,0
2023-01-08 17:00:00,6.8,0.0,19.4,2.3,33.1,9.718166666666667,0
2023-01-08 18:00:00,6.6,0.0,21.3,1.8,35.3,0.0,0
2023-01-08 19:00:00,6.6,0.0,23.9,1.5,40.0,0.0,0
2023-01-08 20:00:00,6.1,0.0,23.7,1.0,40.3,0.0,0
2023-01-08 21:00:00,6.0,0.0,26.0,0.6,43.2,0.0,0
2023-01-08 22:00:00,5.8,0.0,27.6,0.2,46.1,0.0,0
2023-01-08 23:00:00,5.7,0.0,25.8,0.3,46.8,0.0,0
2023-01-09 00:00:00,5.7,0.0,27.5,0.0,48.2,0.0,0
2023-01-09 01:00:00,6.5,0.0,28.8,0.5,50.0,0.0,0
2023-01-09 02:00:00,6.2,0.0,28.6,0.2,49.7,0.0,0
2023-01-09 03:00:00,6.0,0.0,31.1,-0.3,52.2,0.0,0
2023-01-09 04:00:00,6.5,0.0,32.1,0.1,54.7,0.0,0
2023-01-09 05:00:00,6.1,0.0,28.5,0.3,54.7,0.0,0
2023-01-09 06:00:00,5.8,0.0,29.2,-0.2,50.4,0.0,0
2023-01-09 07:00:00,5.4,0.0,29.2,-0.7,50.4,0.0,0
2023-01-09 08:00:00,5.4,0.0,29.9,-0.8,52.2,0.0,0
2023-01-09 09:00:00,5.3,0.0,29.9,-1.1,51.8,0.0,0
2023-01-09 10:00:00,5.0,0.0,30.4,-1.4,52.6,0.0,0
2023-01-09 11:00:00,5.5,0.0,32.6,-1.2,56.2,60.0,0
2023-01-09 12:00:00,6.4,0.0,34.3,-0.5,58.3,60.0,0
2023-01-09 13:00:00,6.6,0.0,30.1,0.4,59.4,60.0,0
2023-01-09 14:00:00,7.2,0.0,32.9,0.7,56.9,60.0,0
2023-01-09 15:00:00,7.6,0.0,39.4,0.2,67.3,60.0,0
2023-01-09 16:00:00,7.7,0.0,41.9,-0.2,72.0,60.0,0
2023-01-09 17:00:00,7.3,0.0,37.1,0.0,71.6,60.0,0
2023-01-09 18:00:00,6.8,0.0,30.6,0.4,63.4,0.0,0
2023-01-09 19:00:00,6.3,0.0,29.2,0.2,53.6,0.0,0
2023-01-09 20:00:00,6.1,0.0,29.2,0.0,51.1,0.0,0
2023-01-09 21:00:00,6.1,0.0,26.8,0.4,49.3,0.0,0
2023-01-09 22:00:00,5.9,0.0,19.0,1.3,45.4,0.0,0
2023-01-09 23:00:00,5.8,0.0,18.0,1.3,32.4,0.0,0
2023-01-10 00:00:00,5.9,0.0,17.7,1.4,30.2,0.0,0
2023-01-10 01:00:00,6.6,0.0,14.2,2.7,29.9,0.0,0
2023-01-10 02:00:00,7.0,0.0,14.4,3.1,24.5,0.0,0
2023-01-10 03:00:00,7.5,0.2,20.1,2.9,32.8,0.0,0
2023-01-10 04:00:00,7.2,1.6,21.6,2.7,34.9,0.0,1
2023-01-10 05:00:00,7.2,2.6,25.2,2.3,45.0,0.0,1
2023-01-10 06:00:00,8.1,2.7,40.0,1.2,66.6,0.0,1
2023-01-10 07:00:00,8.6,3.6,43.3,1.5,78.1,0.0,1
2023-01-10 08:00:00,9.7,0.4,28.9,4.9,74.2,0.0,0
2023-01-10 09:00:00,11.5,0.1,21.7,8.0,47.9,0.0,0
2023-01-10 10:00:00,12.5,1.9,23.4,9.1,43.2,0.0,1
2023-01-10 11:00:00,13.1,0.0,21.2,10.1,39.6,0.0,0
2023-01-10 12:00:00,13.5,0.1,21.9,10.5,36.0,0.0,0
2023-01-10 13:00:00,13.4,0.1,25.7,9.8,37.1,0.0,0
2023-01-10 14:00:00,13.8,0.0,26.4,10.1,43.9,0.0,0
2023-01-10 15:00:00,14.1,0.0,33.7,9.4,56.2,0.0,0
2023-01-10 16:00:00,13.9,0.3,33.3,9.3,58.7,0.0,0
2023-01-10 17:00:00,12.2,2.0,41.3,6.2,69.8,0.0,1
2023-01-10 18:00:00,10.5,1.4,39.1,4.3,70.9,0.0,1
2023-01-10 19:00:00,9.6,0.0,39.0,3.1,68.4,0.0,0
2023-01-10 20:00:00,9.4,0.0,37.7,3.0,66.6,0.0,0
2023-01-10 21:00:00,9.0,0.0,36.5,2.8,65.2,0.0,0
2023-01-10 22:00:00,8.2,0.0,32.1,2.3,62.3,0.0,0
2023-01-10 23:00:00,7.7,0.0,31.4,1.7,54.7,0.0,0
2023-01-11 00:00:00,7.4,0.0,30.6,1.5,52.9,0.0,0
2023-01-11 01:00:00,7.2,0.0,32.8,1.0,54.7,0.0,0
2023-01-11 02:00:00,7.0,0.0,32.5,0.7,56.5,0.0,0
2023-01-11 03:00:00,6.9,0.0,35.1,0.1,58.7,0.0,0
2023-01-11 04:00:00,6.6,0.0,34.3,-0.1,61.2,0.0,0
2023-01-11 05:00:00,6.8,0.0,34.9,-0.1,61.2,0.0,0
2023-01-11 06:00:00,6.8,0.0,34.2,-0.1,59.8,0.0,0
2023-01-11 07:00:00,6.8,0.0,36.4,-0.4,63.0,0.0,0
2023-01-11 08:00:00,7.0,0.0,35.5,-0.1,62.3,0.0,0
2023-01-11 09:00:00,7.1,0.0,35.8,0.1,61.6,0.0,0
2023-01-11 10:00:00,7.1,0.0,32.7,0.5,60.8,0.0,0
2023-01-11 11:00:00,6.3,0.6,30.2,0.2,55.4,0.0,0
2023-01-11 12:00:00,6.7,0.5,30.3,0.8,52.2,0.0,0
2023-01-11 13:00:00,7.2,1.8,34.3,0.9,58.0,0.0,1
2023-01-11 14:00:00,7.2,0.1,37.6,0.3,66.6,0.0,0
2023-01-11 15:00:00,7.6,0.0,34.1,1.1,65.2,60.0,0
2023-01-11 16:00:00,7.7,0.0,31.9,1.4,59.0,13.572000000000001,0
2023-01-11 17:00:00,7.7,0.0,31.8,1.2,54.7,0.0,0
2023-01-11 18:00:00,7.9,0.0,31.3,1.5,55.8,0.0,0
2023-01-11 19:00:00,7.5,0.1,29.5,1.7,53.3,0.0,0
2023-01-11 20:00:00,7.8,0.3,26.1,2.7,49.7,0.0,0
2023-01-11 21:00:00,8.2,0.8,20.4,4.2,44.3,0.0,0
2023-01-11 22:00:00,8.4,2.4,13.4,5.4,34.6,0.0,1
2023-01-11 23:00:00,9.4,1.6,21.9,5.4,29.9,0.0,1
2023-01-12 00:00:00,11.0,0.4,40.4,4.7,69.1,0.0,0
2023-01-12 01:00:00,11.3,0.1,41.9,5.0,70.2,0.0,0
2023-01-12 02:00:00,11.2,0.1,35.7,5.8,71.6,0.0,0
2023-01-12 03:00:00,11.2,0.0,35.5,5.7,61.2,0.0,0
2023-01-12 04:00:00,11.0,0.0,34.2,5.6,60.5,0.0,0
2023-01-12 05:00:00,10.2,0.0,32.5,4.9,58.7,0.0,0
2023-01-12 06:00:00,10.1,0.0,31.7,4.9,55.4,0.0,0
2023-01-12 07:00:00,9.9,0.0,27.4,5.1,53.6,0.0,0
2023-01-12 08:00:00,10.3,0.0,26.9,5.6,46.1,0.0,0
2023-01-12 09:00:00,10.7,0.0,34.2,5.0,56.9,0.0,0
2023-01-12 10:00:00,10.3,0.0,38.6,3.7,64.8,0.0,0
2023-01-12 11:00:00,9.5,0.0,39.4,2.5,68.0,14.461,0
2023-01-12 12:00:00,8.9,0.0,40.8,1.5,68.0,60.0,0
2023-01-12 13:00:00,9.1,0.0,44.2,1.0,71.3,60.0,0
2023-01-12 14:00:00,8.7,0.0,38.3,1.5,78.5,60.0,0
2023-01-12 15:00:00,8.4,0.0,42.3,0.5,74.5,60.0,0
2023-01-12 16:00:00,8.2,0.0,44.0,-0.0,78.5,60.0,0
2023-01-12 17:00:00,8.0,0.0,44.0,-0.3,76.3,60.0,0
2023-01-12 18:00:00,7.6,0.0,46.5,-1.2,80.3,0.0,0
2023-01-12 19:00:00,7.3,0.0,48.4,-1.7,86.0,0.0,0
2023-01-12 20:00:00,7.2,0.0,50.6,-2.1,87.8,0.0,0
2023-01-12 21:00:00,7.2,0.0,52.0,-2.3,90.4,0.0,0
2023-01-12 22:00:00,7.4,0.0,51.7,-2.1,91.8,0.0,0
2023-01-12 23:00:00,7.6,0.0,52.5,-2.0,94.0,0.0,0
2023-01-13 00:00:00,7.5,0.0,52.4,-2.0,91.8,0.0,0
2023-01-13 01:00:00,7.2,0.0,44.0,-0.8,91.4,0.0,0
2023-01-13 02:00:00,7.6,0.0,44.3,-0.4,77.0,0.0,0
2023-01-13 03:00:00,7.1,0.0,41.7,-0.6,77.0,0.0,0
2023-01-13 04:00:00,7.0,0.0,42.9,-0.9,74.5,0.0,0
2023-01-13 05:00:00,7.2,0.0,40.4,-0.2,77.8,0.0,0
2023-01-13 06:00:00,7.0,0.0,37.9,-0.1,70.6,0.0,0
2023-01-13 07:00:00,6.6,0.0,37.6,-0.5,67.0,0.0,0
2023-01-13 08:00:00,6.6,0.0,36.3,-0.3,65.9,0.0,0
2023-01-13 09:00:00,6.7,0.0,37.0,-0.3,63.0,0.0,0
2023-01-13 10:00:00,6.7,0.0,35.7,-0.2,63.4,0.0,0
2023-01-13 11:00:00,7.1,0.0,36.8,0.1,63.0,60.0,0
2023-01-13 12:00:00,7.8,0.0,34.6,1.2,63.0,60.0,0
2023-01-13 13:00:00,8.4,0.0,27.3,2.9,59.8,60.0,0
2023-01-13 14:00:00,8.8,0.0,28.8,3.0,50.8,60.0,0
2023-01-13 15:00:00,8.8,0.0,28.6,3.1,50.8,60.0,0
2023-01-13 16:00:00,8.5,0.0,26.0,3.1,49.0,60.0,0
2023-01-13 17:00:00,7.9,0.0,20.3,3.3,44.6,56.76866666666667,0
2023-01-13 18:00:00,7.5,0.0,11.9,4.2,34.6,0.0,0
2023-01-13 19:00:00,7.5,0.0,12.3,4.2,20.2,0.0,0
2023-01-13 20:00:00,7.7,0.1,14.3,4.1,23.4,0.0,0
2023-01-13 21:00:00,8.2,0.0,16.6,4.4,27.4,0.0,0
2023-01-13 22:00:00,8.7,0.1,17.6,4.9,28.8,0.0,0
2023-01-13 23:00:00,9.4,0.4,20.6,5.3,33.8,0.0,0
2023-01-14 00:00:00,9.4,0.8,22.0,5.4,37.1,0.0,0
2023-01-14 01:00:00,9.3,0.5,10.5,7.1,36.4,0.0,0
2023-01-14 02:00:00,8.9,2.2,4.5,7.6,22.7,0.0,1
2023-01-14 03:00:00,9.6,1.5,12.0,7.4,18.0,0.0,1
2023-01-14 04:00:00,9.8,1.1,17.7,6.8,29.5,0.0,0
2023-01-14 05:00:00,9.2,0.6,18.4,5.9,31.3,0.0,0
2023-01-14 06:00:00,8.3,0.1,24.1,3.9,40.3,0.0,0
2023-01-14 07:00:00,7.4,0.0,28.4,2.2,48.2,0.0,0
2023-01-14 08:00:00,6.9,0.0,29.5,1.3,51.1,0.0,0
2023-01-14 09:00:00,6.6,0.1,30.6,0.7,52.2,0.0,0
2023-01-14 10:00:00,6.0,0.0,32.8,-0.5,56.5,0.0,0
2023-01-14 11:00:00,5.5,0.0,32.1,-1.0,56.9,60.0,0
2023-01-14 12:00:00,5.8,0.0,31.5,-0.6,56.5,60.0,0
2023-01-14 13:00:00,6.5,0.0,32.0,-0.0,57.2,60.0,0
2023-01-14 14:00:00,6.6,0.0,36.4,-0.6,63.0,60.0,0
2023-01-14 15:00:00,6.7,0.0,37.1,-0.7,67.0,60.0,0
2023-01-14 16:00:00,6.4,0.0,36.8,-1.0,64.1,60.0,0
2023-01-14 17:00:00,5.6,0.0,34.7,-1.5,63.4,60.0,0
2023-01-14 18:00:00,5.1,0.0,34.8,-2.1,60.5,2.8373333333333335,0
2023-01-14 19:00:00,4.6,0.0,35.9,-2.9,61.9,0.0,0
2023-01-14 20:00:00,4.2,0.0,37.9,-3.6,65.2,0.0,0
2023-01-14 21:00:00,3.9,0.0,37.9,-3.9,66.2,0.0,0
2023-01-14 22:00:00,3.7,0.0,38.1,-4.1,65.9,0.0,0
2023-01-14 23:00:00,3.6,0.0,37.9,-4.2,66.2,0.0,0
2023-01-15 00:00:00,3.6,0.0,35.4,-3.9,65.5,0.0,0
2023-01-15 01:00:00,3.5,0.0,35.0,-3.9,61.2,0.0,0
2023-01-15 02:00:00,3.6,0.0,35.2,-3.8,60.8,0.0,0
2023-01-15 03:00:00,4.0,0.0,35.5,-3.3,61.2,0.0,0
2023-01-15 04:00:00,4.4,0.0,37.4,-3.2,65.5,0.0,0
2023-01-15 05:00:00,4.3,0.0,34.4,-2.8,64.1,0.0,0
2023-01-15 06:00:00,4.2,0.0,32.3,-2.5,59.0,0.0,0
2023-01-15 07:00:00,4.4,0.0,27.4,-1.7,55.8,0.0,0
2023-01-15 08:00:00,3.7,1.8,25.9,-2.1,46.4,0.0,1
2023-01-15 09:00:00,3.6,0.6,27.0,-2.2,46.4,0.0,1
2023-01-15 10:00:00,3.2,0.0,25.2,-2.3,46.4,0.0,0
2023-01-15 11:00:00,3.5,0.0,22.0,-1.5,42.8,27.240666666666666,0
2023-01-15 12:00:00,4.3,0.0,22.9,-0.7,40.3,60.0,0
2023-01-15 13:00:00,5.5,0.0,18.6,1.2,46.8,60.0,0
2023-01-15 14:00:00,6.0,0.0,21.2,1.3,37.4,60.0,0
